,Make,Model,price,Doors,Riding Capacity,Overall Length (mm),Overall Width (mm),Overall Height (mm),Wheelbase (mm),Weight (kg),Maximum Power (kW),Displacement (cc),Bore (mm),Stroke (mm),Fuel Tank Equipment (L),year of launch,displacement-based class
0,TOYOTA,TOYOTA CAMRY,3298320,4,5,4885,1840,1445,2825,1540,131,2487,87.5,103.4,50,2018,mid-range
1,TOYOTA,TOYOTA CAMRY,3531600,4,5,4885,1840,1445,2825,1570,131,2487,87.5,103.4,50,2018,mid-range
2,TOYOTA,TOYOTA CAMRY,3672000,4,5,4910,1840,1445,2825,1570,131,2487,87.5,103.4,50,2018,mid-range
3,TOYOTA,TOYOTA CAMRY,4228200,4,5,4885,1840,1445,2825,1600,131,2487,87.5,103.4,50,2018,mid-range
4,TOYOTA,TOYOTA CAMRY,4341600,4,5,4910,1840,1445,2825,1600,131,2487,87.5,103.4,50,2018,mid-range
5,TOYOTA,TOYOTA CAMRY,3294000,4,5,4885,1840,1445,2825,1540,131,2487,87.5,103.4,50,2017,mid-range
6,TOYOTA,TOYOTA CAMRY,3499200,4,5,4885,1840,1445,2825,1570,131,2487,87.5,103.4,50,2017,mid-range
7,TOYOTA,TOYOTA CAMRY,4195800,4,5,4885,1840,1445,2825,1600,131,2487,87.5,103.4,50,2017,mid-range
8,TOYOTA,TOYOTA CAMRY,3221345,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
9,TOYOTA,TOYOTA CAMRY,3427527,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
10,TOYOTA,TOYOTA CAMRY,3591491,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
11,TOYOTA,TOYOTA CAMRY,4028400,4,5,4850,1825,1470,2775,1550,118,2493,90,98,65,2015,mid-range
12,TOYOTA,TOYOTA CAMRY,3207600,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
13,TOYOTA,TOYOTA CAMRY,3413782,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
14,TOYOTA,TOYOTA CAMRY,3577745,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2015,mid-range
15,TOYOTA,TOYOTA CAMRY,4014655,4,5,4850,1825,1470,2775,1550,118,2493,90,98,65,2015,mid-range
16,TOYOTA,TOYOTA CAMRY,3207600,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2014,mid-range
17,TOYOTA,TOYOTA CAMRY,3413782,4,5,4850,1825,1470,2775,1540,118,2493,90,98,65,2014,mid-range
18,TOYOTA,TOYOTA CAMRY,4026437,4,5,4850,1825,1470,2775,1550,118,2493,90,98,65,2014,mid-range
19,TOYOTA,TOYOTA CAMRY,3137143,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2014,mid-range
20,TOYOTA,TOYOTA CAMRY,3322285,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2014,mid-range
21,TOYOTA,TOYOTA CAMRY,3497143,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2014,mid-range
22,TOYOTA,TOYOTA CAMRY,3939429,4,5,4825,1825,1470,2775,1550,118,2493,90,98,65,2014,mid-range
23,TOYOTA,TOYOTA CAMRY,3050000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2013,mid-range
24,TOYOTA,TOYOTA CAMRY,3230000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2013,mid-range
25,TOYOTA,TOYOTA CAMRY,3400000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2013,mid-range
26,TOYOTA,TOYOTA CAMRY,3830000,4,5,4825,1825,1470,2775,1550,118,2493,90,98,65,2013,mid-range
27,TOYOTA,TOYOTA CAMRY,3040000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2012,mid-range
28,TOYOTA,TOYOTA CAMRY,3220000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2012,mid-range
29,TOYOTA,TOYOTA CAMRY,3820000,4,5,4825,1825,1470,2775,1550,118,2493,90,98,65,2012,mid-range
30,TOYOTA,TOYOTA CAMRY,3040000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2011,mid-range
31,TOYOTA,TOYOTA CAMRY,3170000,4,5,4825,1825,1470,2775,1540,118,2493,90,98,65,2011,mid-range
32,TOYOTA,TOYOTA CAMRY,3800000,4,5,4825,1825,1470,2775,1550,118,2493,90,98,65,2011,mid-range
33,TOYOTA,TOYOTA CAMRY,2507000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2010,mid-range
34,TOYOTA,TOYOTA CAMRY,2612000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2010,mid-range
35,TOYOTA,TOYOTA CAMRY,2745000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2010,mid-range
36,TOYOTA,TOYOTA CAMRY,2850000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2010,mid-range
37,TOYOTA,TOYOTA CAMRY,3470000,4,5,4815,1820,1470,2775,1520,123,2362,88.5,96,70,2010,mid-range
38,TOYOTA,TOYOTA CAMRY,2505000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2009,mid-range
39,TOYOTA,TOYOTA CAMRY,2610000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2009,mid-range
40,TOYOTA,TOYOTA CAMRY,2745000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2009,mid-range
41,TOYOTA,TOYOTA CAMRY,2850000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2009,mid-range
42,TOYOTA,TOYOTA CAMRY,3470000,4,5,4815,1820,1470,2775,1520,123,2362,88.5,96,70,2009,mid-range
43,TOYOTA,TOYOTA CAMRY,2478000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2007,mid-range
44,TOYOTA,TOYOTA CAMRY,2604000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2007,mid-range
45,TOYOTA,TOYOTA CAMRY,2646000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2007,mid-range
46,TOYOTA,TOYOTA CAMRY,2814000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2007,mid-range
47,TOYOTA,TOYOTA CAMRY,3360000,4,5,4815,1820,1470,2775,1520,123,2362,88.5,96,70,2007,mid-range
48,TOYOTA,TOYOTA CAMRY,2478000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2006,mid-range
49,TOYOTA,TOYOTA CAMRY,2604000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2006,mid-range
50,TOYOTA,TOYOTA CAMRY,2646000,4,5,4815,1820,1470,2775,1500,123,2362,88.5,96,70,2006,mid-range
51,TOYOTA,TOYOTA CAMRY,2814000,4,5,4815,1820,1480,2775,1590,123,2362,88.5,96,65,2006,mid-range
52,TOYOTA,TOYOTA CAMRY,3360000,4,5,4815,1820,1470,2775,1520,123,2362,88.5,96,70,2006,mid-range
53,TOYOTA,TOYOTA CAMRY,2373000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
54,TOYOTA,TOYOTA CAMRY,2488500,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
55,TOYOTA,TOYOTA CAMRY,2688000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
56,TOYOTA,TOYOTA CAMRY,2751000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
57,TOYOTA,TOYOTA CAMRY,2866500,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
58,TOYOTA,TOYOTA CAMRY,2887500,4,5,4815,1795,1490,2720,1440,117,2362,88.5,96,70,2004,mid-range
59,TOYOTA,TOYOTA CAMRY,2950500,4,5,4815,1795,1490,2720,1440,117,2362,88.5,96,70,2004,mid-range
60,TOYOTA,TOYOTA CAMRY,3066000,4,5,4815,1795,1500,2720,1540,117,2362,88.5,96,65,2004,mid-range
61,TOYOTA,TOYOTA CAMRY,2362500,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
62,TOYOTA,TOYOTA CAMRY,2478000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
63,TOYOTA,TOYOTA CAMRY,2677500,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
64,TOYOTA,TOYOTA CAMRY,2730000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
65,TOYOTA,TOYOTA CAMRY,2856000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
66,TOYOTA,TOYOTA CAMRY,2877000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
67,TOYOTA,TOYOTA CAMRY,2929500,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
68,TOYOTA,TOYOTA CAMRY,3055500,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
69,TOYOTA,TOYOTA CAMRY,2250000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
70,TOYOTA,TOYOTA CAMRY,2360000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
71,TOYOTA,TOYOTA CAMRY,2550000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
72,TOYOTA,TOYOTA CAMRY,2600000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
73,TOYOTA,TOYOTA CAMRY,2720000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
74,TOYOTA,TOYOTA CAMRY,2740000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
75,TOYOTA,TOYOTA CAMRY,2790000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2004,mid-range
76,TOYOTA,TOYOTA CAMRY,2910000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2004,mid-range
77,TOYOTA,TOYOTA CAMRY,2250000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2003,mid-range
78,TOYOTA,TOYOTA CAMRY,2360000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2003,mid-range
79,TOYOTA,TOYOTA CAMRY,2550000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2003,mid-range
80,TOYOTA,TOYOTA CAMRY,2600000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2003,mid-range
81,TOYOTA,TOYOTA CAMRY,2720000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2003,mid-range
82,TOYOTA,TOYOTA CAMRY,2740000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2003,mid-range
83,TOYOTA,TOYOTA CAMRY,2790000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2003,mid-range
84,TOYOTA,TOYOTA CAMRY,2910000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2003,mid-range
85,TOYOTA,TOYOTA CAMRY,2250000,4,5,4815,1795,1490,2720,1420,117,2362,88.5,96,70,2001,mid-range
86,TOYOTA,TOYOTA CAMRY,2360000,4,5,4815,1795,1500,2720,1520,117,2362,88.5,96,65,2001,mid-range
87,TOYOTA,TOYOTA CAMRY,2550000,4,5,4815,1795,1490,2720,1420,117,2362,88.5,96,70,2001,mid-range
88,TOYOTA,TOYOTA CAMRY,2600000,4,5,4815,1795,1490,2720,1420,117,2362,88.5,96,70,2001,mid-range
89,TOYOTA,TOYOTA CAMRY,2720000,4,5,4815,1795,1500,2720,1520,117,2362,88.5,96,65,2001,mid-range
90,TOYOTA,TOYOTA CAMRY,2730000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2001,mid-range
91,TOYOTA,TOYOTA CAMRY,2780000,4,5,4815,1795,1490,2720,1430,117,2362,88.5,96,70,2001,mid-range
92,TOYOTA,TOYOTA CAMRY,2900000,4,5,4815,1795,1500,2720,1530,117,2362,88.5,96,65,2001,mid-range
93,TOYOTA,TOYOTA CAMRY,1998000,4,5,4800,1785,1420,2670,1400,103,2163,87,91,70,1999,mid-range
94,TOYOTA,TOYOTA CAMRY,2218000,4,5,4800,1785,1430,2670,1510,103,2163,87,91,65,1999,mid-range
95,TOYOTA,TOYOTA CAMRY,2263000,4,5,4800,1785,1420,2670,1400,103,2163,87,91,70,1999,mid-range
96,TOYOTA,TOYOTA CAMRY,2448000,4,5,4800,1785,1420,2670,1400,103,2163,87,91,70,1999,mid-range
97,TOYOTA,TOYOTA CAMRY,2483000,4,5,4800,1785,1430,2670,1510,103,2163,87,91,65,1999,mid-range
98,TOYOTA,TOYOTA CAMRY,2668000,4,5,4800,1785,1430,2670,1510,103,2163,87,91,65,1999,mid-range
99,TOYOTA,TOYOTA CAMRY,2553000,4,5,4800,1785,1420,2670,1450,147,2496,87.5,69.2,70,1999,mid-range
100,TOYOTA,TOYOTA CAMRY,2783000,4,5,4800,1785,1420,2670,1450,147,2496,87.5,69.2,70,1999,mid-range
101,TOYOTA,TOYOTA CAMRY,1784000,4,5,4625,1695,1410,2650,1160,92,1838,82.5,86,60,1996,mid-range
102,TOYOTA,TOYOTA CAMRY,1859000,4,5,4625,1695,1410,2650,1190,92,1838,82.5,86,60,1996,mid-range
103,TOYOTA,TOYOTA CAMRY,2135000,4,5,4625,1695,1425,2650,1290,99,1998,86,86,60,1996,mid-range
104,TOYOTA,TOYOTA CAMRY,2228000,4,5,4625,1695,1425,2650,1330,99,1998,86,86,60,1996,mid-range
105,TOYOTA,TOYOTA CAMRY,1659000,4,5,4625,1695,1410,2650,1160,92,1838,82.5,86,60,1996,mid-range
106,TOYOTA,TOYOTA CAMRY,1734000,4,5,4625,1695,1410,2650,1190,92,1838,82.5,86,60,1996,mid-range
107,TOYOTA,TOYOTA CAMRY,1759000,4,5,4625,1695,1410,2650,1160,92,1838,82.5,86,60,1996,mid-range
108,TOYOTA,TOYOTA CAMRY,1834000,4,5,4625,1695,1410,2650,1190,92,1838,82.5,86,60,1996,mid-range
109,TOYOTA,TOYOTA CAMRY,1922000,4,5,4625,1695,1410,2650,1170,92,1838,82.5,86,60,1996,mid-range
110,TOYOTA,TOYOTA CAMRY,1997000,4,5,4625,1695,1410,2650,1200,92,1838,82.5,86,60,1996,mid-range
111,TOYOTA,TOYOTA CAMRY,1962000,4,5,4625,1695,1410,2650,1210,103,1998,86,86,60,1996,mid-range
112,TOYOTA,TOYOTA CAMRY,2110000,4,5,4625,1695,1425,2650,1290,99,1998,86,86,60,1996,mid-range
113,TOYOTA,TOYOTA CAMRY,2111000,4,5,4625,1695,1410,2650,1220,103,1998,86,86,60,1996,mid-range
114,TOYOTA,TOYOTA CAMRY,2147000,4,5,4625,1695,1410,2650,1220,103,1998,86,86,60,1996,mid-range
115,TOYOTA,TOYOTA CAMRY,2191000,4,5,4625,1695,1410,2650,1250,103,1998,86,86,60,1996,mid-range
116,TOYOTA,TOYOTA CAMRY,2203000,4,5,4625,1695,1425,2650,1330,99,1998,86,86,60,1996,mid-range
117,TOYOTA,TOYOTA CAMRY,2227000,4,5,4625,1695,1410,2650,1250,103,1998,86,86,60,1996,mid-range
118,TOYOTA,TOYOTA CAMRY,2241000,4,5,4625,1695,1410,2650,1230,103,1998,86,86,60,1996,mid-range
119,TOYOTA,TOYOTA CAMRY,2259000,4,5,4625,1695,1425,2650,1300,99,1998,86,86,60,1996,mid-range
120,TOYOTA,TOYOTA CAMRY,2281000,4,5,4625,1695,1410,2650,1260,103,1998,86,86,60,1996,mid-range
121,TOYOTA,TOYOTA CAMRY,2295000,4,5,4625,1695,1425,2650,1300,99,1998,86,86,60,1996,mid-range
122,TOYOTA,TOYOTA CAMRY,2321000,4,5,4625,1695,1410,2650,1260,103,1998,86,86,60,1996,mid-range
123,TOYOTA,TOYOTA CAMRY,2352000,4,5,4625,1695,1425,2650,1340,99,1998,86,86,60,1996,mid-range
124,TOYOTA,TOYOTA CAMRY,2388000,4,5,4625,1695,1425,2650,1340,99,1998,86,86,60,1996,mid-range
125,TOYOTA,TOYOTA CAMRY,2389000,4,5,4625,1695,1425,2650,1310,99,1998,86,86,60,1996,mid-range
126,TOYOTA,TOYOTA CAMRY,2482000,4,5,4625,1695,1425,2650,1350,99,1998,86,86,60,1996,mid-range
127,TOYOTA,TOYOTA CAMRY,1859000,4,5,4625,1695,1435,2650,1210,67,2184,86,94,60,1996,mid-range
128,TOYOTA,TOYOTA CAMRY,1934000,4,5,4625,1695,1435,2650,1240,67,2184,86,94,60,1996,mid-range
129,TOYOTA,TOYOTA CAMRY,2122000,4,5,4625,1695,1435,2650,1220,67,2184,86,94,60,1996,mid-range
130,TOYOTA,TOYOTA CAMRY,2197000,4,5,4625,1695,1435,2650,1250,67,2184,86,94,60,1996,mid-range
131,TOYOTA,TOYOTA CAMRY,2213000,4,5,4625,1695,1435,2650,1360,65,2184,86,94,60,1996,mid-range
132,TOYOTA,TOYOTA CAMRY,2476000,4,5,4625,1695,1435,2650,1370,65,2184,86,94,60,1996,mid-range
133,TOYOTA,TOYOTA CAMRY,1714000,4,5,4625,1695,1410,2650,1140,92,1838,82.5,86,60,1995,mid-range
134,TOYOTA,TOYOTA CAMRY,1789000,4,5,4625,1695,1410,2650,1170,92,1838,82.5,86,60,1995,mid-range
135,TOYOTA,TOYOTA CAMRY,2060000,4,5,4625,1695,1425,2650,1270,99,1998,86,86,60,1995,mid-range
136,TOYOTA,TOYOTA CAMRY,2153000,4,5,4625,1695,1425,2650,1310,99,1998,86,86,60,1995,mid-range
137,TOYOTA,TOYOTA CAMRY,2117000,4,5,4625,1695,1435,2650,1340,65,2184,86,94,60,1995,mid-range
138,TOYOTA,TOYOTA CAMRY,2386000,4,5,4625,1695,1435,2650,1350,65,2184,86,94,60,1995,mid-range
139,TOYOTA,TOYOTA CAMRY,1560000,4,5,4625,1695,1410,2650,1140,92,1838,82.5,86,60,1994,mid-range
140,TOYOTA,TOYOTA CAMRY,1635000,4,5,4625,1695,1410,2650,1170,92,1838,82.5,86,60,1994,mid-range
141,TOYOTA,TOYOTA CAMRY,1696000,4,5,4625,1695,1410,2650,1140,92,1838,82.5,86,60,1994,mid-range
142,TOYOTA,TOYOTA CAMRY,1771000,4,5,4625,1695,1410,2650,1170,92,1838,82.5,86,60,1994,mid-range
143,TOYOTA,TOYOTA CAMRY,1837000,4,5,4625,1695,1410,2650,1150,92,1838,82.5,86,60,1994,mid-range
144,TOYOTA,TOYOTA CAMRY,1912000,4,5,4625,1695,1410,2650,1180,92,1838,82.5,86,60,1994,mid-range
145,TOYOTA,TOYOTA CAMRY,1899000,4,5,4625,1695,1410,2650,1190,103,1998,86,86,60,1994,mid-range
146,TOYOTA,TOYOTA CAMRY,2026000,4,5,4625,1695,1410,2650,1200,103,1998,86,86,60,1994,mid-range
147,TOYOTA,TOYOTA CAMRY,2042000,4,5,4625,1695,1425,2650,1270,99,1998,86,86,60,1994,mid-range
148,TOYOTA,TOYOTA CAMRY,2066000,4,5,4625,1695,1410,2650,1200,103,1998,86,86,60,1994,mid-range
149,TOYOTA,TOYOTA CAMRY,2106000,4,5,4625,1695,1410,2650,1230,103,1998,86,86,60,1994,mid-range
150,TOYOTA,TOYOTA CAMRY,2135000,4,5,4625,1695,1425,2650,1310,99,1998,86,86,60,1994,mid-range
151,TOYOTA,TOYOTA CAMRY,2146000,4,5,4625,1695,1410,2650,1230,103,1998,86,86,60,1994,mid-range
152,TOYOTA,TOYOTA CAMRY,2169000,4,5,4625,1695,1425,2650,1280,99,1998,86,86,60,1994,mid-range
153,TOYOTA,TOYOTA CAMRY,2195000,4,5,4625,1695,1410,2650,1210,103,1998,86,86,60,1994,mid-range
154,TOYOTA,TOYOTA CAMRY,2206000,4,5,4625,1695,1410,2650,1240,103,1998,86,86,60,1994,mid-range
155,TOYOTA,TOYOTA CAMRY,2209000,4,5,4625,1695,1425,2650,1280,99,1998,86,86,60,1994,mid-range
156,TOYOTA,TOYOTA CAMRY,2262000,4,5,4625,1695,1425,2650,1320,99,1998,86,86,60,1994,mid-range
157,TOYOTA,TOYOTA CAMRY,2275000,4,5,4625,1695,1410,2650,1240,103,1998,86,86,60,1994,mid-range
158,TOYOTA,TOYOTA CAMRY,2302000,4,5,4625,1695,1425,2650,1320,99,1998,86,86,60,1994,mid-range
159,TOYOTA,TOYOTA CAMRY,2338000,4,5,4625,1695,1425,2650,1290,99,1998,86,86,60,1994,mid-range
160,TOYOTA,TOYOTA CAMRY,2431000,4,5,4625,1695,1425,2650,1330,99,1998,86,86,60,1994,mid-range
161,TOYOTA,TOYOTA CAMRY,1760000,4,5,4625,1695,1435,2650,1190,67,2184,86,94,60,1994,mid-range
162,TOYOTA,TOYOTA CAMRY,1835000,4,5,4625,1695,1435,2650,1220,67,2184,86,94,60,1994,mid-range
163,TOYOTA,TOYOTA CAMRY,2037000,4,5,4625,1695,1435,2650,1200,67,2184,86,94,60,1994,mid-range
164,TOYOTA,TOYOTA CAMRY,2112000,4,5,4625,1695,1435,2650,1230,67,2184,86,94,60,1994,mid-range
165,TOYOTA,TOYOTA CAMRY,1491000,4,5,4640,1695,1395,2600,1160,92,1838,82.5,86,60,1992,mid-range
166,TOYOTA,TOYOTA CAMRY,1566000,4,5,4640,1695,1395,2600,1190,92,1838,82.5,86,60,1992,mid-range
167,TOYOTA,TOYOTA CAMRY,1696000,4,5,4640,1695,1395,2600,1180,92,1838,82.5,86,60,1992,mid-range
168,TOYOTA,TOYOTA CAMRY,1771000,4,5,4640,1695,1395,2600,1210,92,1838,82.5,86,60,1992,mid-range
169,TOYOTA,TOYOTA CAMRY,1837000,4,5,4640,1695,1395,2600,1210,92,1838,82.5,86,60,1992,mid-range
170,TOYOTA,TOYOTA CAMRY,1912000,4,5,4640,1695,1395,2600,1240,92,1838,82.5,86,60,1992,mid-range
171,TOYOTA,TOYOTA CAMRY,1845000,4,5,4640,1695,1395,2600,1270,67,1974,86,85,60,1992,mid-range
172,TOYOTA,TOYOTA CAMRY,1920000,4,5,4640,1695,1395,2600,1300,67,1974,86,85,60,1992,mid-range
173,TOYOTA,TOYOTA CAMRY,2012000,4,5,4640,1695,1395,2600,1310,67,1974,86,85,60,1992,mid-range
174,TOYOTA,TOYOTA CAMRY,2087000,4,5,4640,1695,1395,2600,1340,67,1974,86,85,60,1992,mid-range
175,TOYOTA,TOYOTA CAMRY,1806000,4,5,4640,1695,1395,2600,1210,103,1998,86,86,60,1992,mid-range
176,TOYOTA,TOYOTA CAMRY,1886000,4,5,4640,1695,1395,2600,1240,103,1998,86,86,60,1992,mid-range
177,TOYOTA,TOYOTA CAMRY,1899000,4,5,4640,1695,1395,2600,1240,103,1998,86,86,60,1992,mid-range
178,TOYOTA,TOYOTA CAMRY,1958000,4,5,4640,1695,1395,2600,1250,103,1998,86,86,60,1992,mid-range
179,TOYOTA,TOYOTA CAMRY,1979000,4,5,4640,1695,1395,2600,1270,103,1998,86,86,60,1992,mid-range
180,TOYOTA,TOYOTA CAMRY,1984000,4,5,4640,1695,1410,2600,1330,99,1998,86,86,60,1992,mid-range
181,TOYOTA,TOYOTA CAMRY,2018000,4,5,4640,1695,1395,2600,1280,103,1998,86,86,60,1992,mid-range
182,TOYOTA,TOYOTA CAMRY,2051000,4,5,4640,1695,1395,2600,1280,103,1998,86,86,60,1992,mid-range
183,TOYOTA,TOYOTA CAMRY,2083000,4,5,4640,1695,1410,2600,1360,99,1998,86,86,60,1992,mid-range
184,TOYOTA,TOYOTA CAMRY,2111000,4,5,4640,1695,1395,2600,1310,103,1998,86,86,60,1992,mid-range
185,TOYOTA,TOYOTA CAMRY,2125000,4,5,4640,1695,1395,2600,1250,103,1998,86,86,60,1992,mid-range
186,TOYOTA,TOYOTA CAMRY,2161000,4,5,4640,1695,1410,2600,1370,99,1998,86,86,60,1992,mid-range
187,TOYOTA,TOYOTA CAMRY,2218000,4,5,4640,1695,1395,2600,1280,103,1998,86,86,60,1992,mid-range
188,TOYOTA,TOYOTA CAMRY,2260000,4,5,4640,1695,1410,2600,1400,99,1998,86,86,60,1992,mid-range
189,TOYOTA,TOYOTA CAMRY,2240000,4,5,4670,1695,1380,2600,1380,129,2496,87.5,69.2,60,1992,mid-range
190,TOYOTA,TOYOTA CAMRY,2411000,4,5,4670,1695,1380,2600,1380,129,2496,87.5,69.2,60,1992,mid-range
191,TOYOTA,TOYOTA CAMRY,2471000,4,5,4670,1695,1380,2600,1410,129,2496,87.5,69.2,60,1992,mid-range
192,TOYOTA,TOYOTA CAMRY,2675000,4,5,4670,1695,1380,2600,1400,129,2496,87.5,69.2,60,1992,mid-range
193,TOYOTA,TOYOTA CAMRY,2735000,4,5,4670,1695,1380,2600,1430,129,2496,87.5,69.2,60,1992,mid-range
194,TOYOTA,TOYOTA CAMRY,1247000,4,5,4600,1695,1395,2600,1130,85,1838,82.5,86,60,1991,mid-range
195,TOYOTA,TOYOTA CAMRY,1321000,4,5,4600,1695,1395,2600,1130,85,1838,82.5,86,60,1991,mid-range
196,TOYOTA,TOYOTA CAMRY,1322000,4,5,4600,1695,1395,2600,1160,85,1838,82.5,86,60,1991,mid-range
197,TOYOTA,TOYOTA CAMRY,1396000,4,5,4600,1695,1395,2600,1160,85,1838,82.5,86,60,1991,mid-range
198,TOYOTA,TOYOTA CAMRY,1409000,4,5,4600,1695,1395,2600,1130,85,1838,82.5,86,60,1991,mid-range
199,TOYOTA,TOYOTA CAMRY,1474000,4,5,4600,1695,1395,2600,1150,85,1838,82.5,86,60,1991,mid-range
200,TOYOTA,TOYOTA CAMRY,1484000,4,5,4600,1695,1395,2600,1160,85,1838,82.5,86,60,1991,mid-range
201,TOYOTA,TOYOTA CAMRY,1549000,4,5,4600,1695,1395,2600,1180,85,1838,82.5,86,60,1991,mid-range
202,TOYOTA,TOYOTA CAMRY,1607000,4,5,4600,1695,1395,2600,1180,85,1838,82.5,86,60,1991,mid-range
203,TOYOTA,TOYOTA CAMRY,1682000,4,5,4600,1695,1395,2600,1210,85,1838,82.5,86,60,1991,mid-range
204,TOYOTA,TOYOTA CAMRY,1497000,4,5,4600,1695,1395,2600,1220,67,1974,86,85,60,1991,mid-range
205,TOYOTA,TOYOTA CAMRY,1572000,4,5,4600,1695,1395,2600,1250,67,1974,86,85,60,1991,mid-range
206,TOYOTA,TOYOTA CAMRY,1573000,4,5,4600,1695,1395,2600,1220,67,1974,86,85,60,1991,mid-range
207,TOYOTA,TOYOTA CAMRY,1648000,4,5,4600,1695,1395,2600,1250,67,1974,86,85,60,1991,mid-range
208,TOYOTA,TOYOTA CAMRY,1771000,4,5,4600,1695,1395,2600,1270,67,1974,86,85,60,1991,mid-range
209,TOYOTA,TOYOTA CAMRY,1846000,4,5,4600,1695,1395,2600,1300,67,1974,86,85,60,1991,mid-range
210,TOYOTA,TOYOTA CAMRY,2036000,4,5,4670,1695,1380,2600,1360,103,1992,78,69.5,60,1991,mid-range
211,TOYOTA,TOYOTA CAMRY,2116000,4,5,4670,1695,1380,2600,1390,103,1992,78,69.5,60,1991,mid-range
212,TOYOTA,TOYOTA CAMRY,2129000,4,5,4670,1695,1380,2600,1380,103,1992,78,69.5,60,1991,mid-range
213,TOYOTA,TOYOTA CAMRY,2209000,4,5,4670,1695,1380,2600,1410,103,1992,78,69.5,60,1991,mid-range
214,TOYOTA,TOYOTA CAMRY,1594000,4,5,4600,1695,1395,2600,1180,103,1998,86,86,60,1991,mid-range
215,TOYOTA,TOYOTA CAMRY,1640000,4,5,4600,1695,1410,2600,1280,99,1998,86,86,60,1991,mid-range
