,Make,Model,price,Doors,Riding Capacity,Overall Length (mm),Overall Width (mm),Overall Height (mm),Wheelbase (mm),Weight (kg),Maximum Power (kW),Displacement (cc),Bore (mm),Stroke (mm),Fuel Tank Equipment (L),year of launch,displacement-based class
1500,Lexus,Lexus LS,13485000,4,5,5210,1875,1475,3090,2210,272,4608,940,830,84,2015,large
1501,Lexus,Lexus LS,10000000,4,5,5060,1875,1475,2970,2230,290,4968,940,895,84,2011,large
1502,Lexus,Lexus LS,10080000,4,5,5090,1875,1455,2970,1990,288,4608,940,830,84,2014,large
1503,Lexus,Lexus LS,8450000,4,5,5030,1875,1465,2970,1980,283,4608,940,830,84,2006,large
1504,Lexus,Lexus LS,8620000,4,5,5060,1875,1475,2970,2080,270,4608,940,830,84,2011,large
1505,Lexus,Lexus LS,9650000,4,5,5030,1875,1465,2970,2060,283,4608,940,830,84,2006,large
1506,Lexus,Lexus LS,12960000,4,4,5210,1875,1465,3090,2090,288,4608,940,830,84,2014,large
1507,Lexus,Lexus LS,11000000,4,5,5150,1875,1475,3090,2220,270,4608,940,830,84,2008,large
1508,Lexus,Lexus LS,9474000,4,5,5090,1875,1475,2970,2100,272,4608,940,830,84,2014,large
1509,Lexus,Lexus LS,8960000,4,5,5090,1875,1465,2970,1970,288,4608,940,830,84,2015,large
1510,Lexus,Lexus LS,8500000,4,5,5030,1875,1465,2970,1980,283,4608,940,830,84,2008,large
1511,Lexus,Lexus LS,11622857,4,5,5210,1875,1465,3090,2040,288,4608,940,830,84,2014,large
1512,Lexus,Lexus LS,9731000,4,5,5090,1875,1475,2970,2100,272,4608,940,830,84,2014,large
1513,Lexus,Lexus LS,7960000,4,5,5060,1875,1465,2970,1940,283,4608,940,830,84,2009,large
1514,Lexus,Lexus LS,10300000,4,5,5090,1875,1465,2970,2040,288,4608,940,830,84,2012,large
1515,Lexus,Lexus LS,11800000,4,5,5210,1875,1475,3090,2180,272,4608,940,830,84,2012,large
1516,Lexus,Lexus LS,9710000,4,5,5060,1875,1465,2970,2020,283,4608,940,830,84,2011,large
1517,Lexus,Lexus LS,9920000,4,5,5030,1875,1475,2970,2160,270,4608,940,830,84,2008,large
1518,Lexus,Lexus LS,13485000,4,5,5210,1875,1475,3090,2210,272,4608,940,830,84,2016,large
1519,Lexus,Lexus LS,12722000,4,5,5090,1875,1465,2970,2280,290,4968,940,895,84,2015,large
1520,Lexus,Lexus LS,10900000,4,5,5090,1875,1475,2970,2230,290,4968,940,895,84,2012,large
1521,Lexus,Lexus LS,10230000,4,5,5060,1875,1475,2970,2160,270,4608,940,830,84,2009,large
1522,Lexus,Lexus LS,12300000,4,5,5090,1875,1465,2970,2280,290,4968,940,895,84,2013,large
1523,Lexus,Lexus LS,16400000,4,5,5235,1900,1450,3125,2320,220,3456,940,830,82,2017,mid-range
1524,Lexus,Lexus LS,11100000,4,5,5060,1875,1475,2970,2270,290,4968,940,895,84,2009,large
1525,Lexus,Lexus LS,12857143,4,5,5090,1875,1475,2970,2320,290,4968,940,895,84,2014,large
1526,Lexus,Lexus LS,10811000,4,5,5090,1875,1475,2970,2230,290,4968,940,895,84,2016,large
1527,Lexus,Lexus LS,10151000,4,5,5090,1875,1455,2970,1990,288,4608,940,830,84,2016,large
1528,Lexus,Lexus LS,10605000,4,5,5090,1875,1465,2970,2050,288,4608,940,830,84,2015,large
1529,Lexus,Lexus LS,9730000,4,5,5030,1875,1475,2970,2210,290,4968,940,895,84,2008,large
1530,Lexus,Lexus LS,11270000,4,5,5180,1875,1475,3090,2220,270,4608,940,830,84,2009,large
1531,Lexus,Lexus LS,10900000,4,5,5090,1875,1475,2970,2250,290,4968,940,895,84,2013,large
1532,Lexus,Lexus LS,8950000,4,5,5090,1875,1465,2970,1940,288,4608,940,830,84,2012,large
1533,Lexus,Lexus LS,11100000,4,5,5030,1875,1475,2970,2250,290,4968,940,895,84,2007,large
1534,Lexus,Lexus LS,12148000,4,5,5210,1875,1475,3090,2180,272,4608,940,830,84,2015,large
1535,Lexus,Lexus LS,8548000,4,5,5090,1875,1465,2970,1950,288,4608,940,830,84,2014,large
1536,Lexus,Lexus LS,9200000,4,5,5030,1875,1465,2970,2020,283,4608,940,830,84,2006,large
1537,Lexus,Lexus LS,12868000,4,5,5090,1875,1475,2970,2320,290,4968,940,895,84,2016,large
1538,Lexus,Lexus LS,10540000,4,5,5150,1875,1465,3090,2080,283,4608,940,830,84,2008,large
1539,Lexus,Lexus LS,15100000,4,4,5150,1875,1475,3090,2380,290,4968,940,895,84,2007,large
1540,Lexus,Lexus LS,7960000,4,5,5060,1875,1465,2970,1940,283,4608,940,830,84,2011,large
1541,Lexus,Lexus LS,9100000,4,5,5060,1875,1465,2970,1980,283,4608,940,830,84,2009,large
1542,Lexus,Lexus LS,10811000,4,5,5090,1875,1475,2970,2230,290,4968,940,895,84,2014,large
1543,Lexus,Lexus LS,13500000,4,5,5150,1875,1475,3090,2320,290,4968,940,895,84,2008,large
1544,Lexus,Lexus LS,11108571,4,5,5090,1875,1475,2970,2160,272,4608,940,830,84,2014,large
1545,Lexus,Lexus LS,9474000,4,5,5090,1875,1475,2970,2100,272,4608,940,830,84,2016,large
1546,Lexus,Lexus LX,11150000,5,5,5080,1980,1910,2850,2680,277,5662,940,1020,93,2017,large
1547,Lexus,Lexus LS,7730000,4,5,5030,1875,1465,2970,1940,283,4608,940,830,84,2008,large
1548,Lexus,Lexus LS,8850000,4,5,5030,1875,1465,2970,1980,283,4608,940,830,84,2008,large
1549,Lexus,Lexus LS,10151000,4,5,5090,1875,1455,2970,1990,288,4608,940,830,84,2014,large
1550,Lexus,Lexus LS,8400000,4,5,5030,1875,1465,2970,1940,283,4608,940,830,84,2007,large
1551,Lexus,Lexus LS,10605000,4,5,5090,1875,1465,2970,2050,288,4608,940,830,84,2016,large
1552,Lexus,Lexus LS,10300000,4,5,5090,1875,1465,2970,2050,288,4608,940,830,84,2013,large
1553,Lexus,Lexus LS,9731000,4,5,5090,1875,1475,2970,2100,272,4608,940,830,84,2015,large
1554,Lexus,Lexus LS,10300000,4,5,5030,1875,1475,2970,2210,290,4968,940,895,84,2008,large
1555,Lexus,Lexus LS,13100000,4,4,5210,1875,1475,3090,2220,272,4608,940,830,84,2012,large
1556,Lexus,Lexus LS,10431000,4,5,5090,1875,1455,2970,1990,288,4608,940,830,84,2015,large
1557,Lexus,Lexus LS,13474285,4,5,5210,1875,1475,3090,2210,272,4608,940,830,84,2014,large
1558,Lexus,Lexus LS,13485000,4,4,5210,1875,1475,3090,2220,272,4608,940,830,84,2016,large
1559,Lexus,Lexus LS,12971000,4,4,5210,1875,1465,3090,2090,288,4608,940,830,84,2016,large
1560,Lexus,Lexus LS,8960000,4,5,5090,1875,1465,2970,1970,288,4608,940,830,84,2016,large
1561,Lexus,Lexus LS,11120000,4,5,5090,1875,1475,2970,2160,272,4608,940,830,84,2015,large
1562,Lexus,Lexus LS,12971000,4,5,5210,1875,1465,3090,2080,288,4608,940,830,84,2015,large
1563,Mazda,Mazda Cx-5,2689200,5,5,4545,1840,1690,2700,1530,115,1997,835,912,56,2018,mid-range
1564,Mazda,Mazda Cx-5,3190000,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2012,mid-range
1565,Mazda,Mazda Cx-8,3607200,5,7,4900,1840,1730,2930,1860,140,2188,860,942,74,2018,mid-range
1566,Mazda,Mazda Cx-8,3537000,5,7,4900,1840,1730,2930,1820,140,2188,860,942,72,2018,mid-range
1567,Mazda,Mazda Cx-5,2689200,5,5,4545,1840,1690,2700,1590,135,2488,890,1000,58,2017,mid-range
1568,Mazda,Mazda Cx-5,3110400,5,5,4545,1840,1690,2700,1670,140,2188,860,942,58,2018,mid-range
1569,Mazda,Mazda Cx-5,2916000,5,5,4545,1840,1690,2700,1610,135,2488,890,1000,58,2017,mid-range
1570,Mazda,Mazda Cx-5,2916000,5,5,4545,1840,1690,2700,1620,138,2488,890,1000,58,2018,mid-range
1571,Mazda,Mazda Cx-5,3245400,5,5,4545,1840,1690,2700,1620,138,2488,890,1000,58,2018,mid-range
1572,Mazda,Mazda Cx-5,3299400,5,5,4545,1840,1690,2700,1620,129,2188,860,942,56,2017,mid-range
1573,Mazda,Mazda Cx-5,3655800,5,5,4545,1840,1690,2700,1620,140,2188,860,942,56,2018,mid-range
1574,Mazda,Mazda Cx-8,3429000,5,6,4900,1840,1730,2930,1850,140,2188,860,942,74,2017,mid-range
1575,Mazda,Mazda Cx-5,2200000,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2012,mid-range
1576,Mazda,Mazda Cx-8,2894400,5,7,4900,1840,1730,2930,1720,140,2488,890,1000,72,2018,mid-range
1577,Mazda,Mazda Cx-5,3882600,5,5,4545,1840,1690,2700,1680,140,2188,860,942,58,2018,mid-range
1578,Mazda,Mazda Cx-5,3229200,5,5,4545,1840,1690,2700,1680,129,2188,860,942,58,2017,mid-range
1579,Mazda,Mazda Cx-8,3537000,5,6,4900,1840,1730,2930,1810,140,2188,860,942,72,2018,mid-range
1580,Mazda,Mazda Cx-7,3580000,5,5,4695,1870,1645,2750,1760,175,2260,875,940,69,2011,mid-range
1581,Mazda,Mazda Cx-5,3326400,5,5,4545,1840,1690,2700,1620,169,2488,890,1000,56,2018,mid-range
1582,Mazda,Mazda Cx-5,2894400,5,5,4540,1840,1705,2700,1610,129,2188,860,942,58,2014,mid-range
1583,Mazda,Mazda Cx-5,3877200,5,5,4545,1840,1690,2700,1680,169,2488,890,1000,58,2018,mid-range
1584,Mazda,Mazda Cx-5,2790000,5,5,4540,1840,1705,2700,1610,129,2188,860,942,58,2012,mid-range
1585,Mazda,Mazda Cx-8,3769200,5,7,4900,1840,1730,2930,1890,140,2188,860,942,74,2018,mid-range
1586,Mazda,Mazda Cx-5,2883600,5,5,4545,1840,1690,2700,1600,140,2188,860,942,56,2018,mid-range
1587,Mazda,Mazda Cx-5,2138400,5,5,4540,1840,1705,2700,1460,114,1997,835,912,56,2014,mid-range
1588,Mazda,Mazda Cx-5,2602800,5,5,4540,1840,1705,2700,1540,135,2488,890,1000,58,2014,mid-range
1589,Mazda,Mazda Cx-5,3655800,5,5,4545,1840,1690,2700,1630,140,2188,860,942,56,2018,mid-range
1590,Mazda,Mazda Cx-8,3925800,5,7,4900,1840,1730,2930,1890,140,2188,860,942,74,2018,mid-range
1591,Mazda,Mazda Cx-5,2835000,5,5,4540,1840,1705,2700,1480,138,2488,890,1000,56,2013,mid-range
1592,Mazda,Mazda Cx-8,3742200,5,7,4900,1840,1730,2930,1870,169,2488,890,1000,74,2018,mid-range
1593,Mazda,Mazda Cx-5,3002400,5,5,4545,1840,1690,2700,1620,129,2188,860,942,56,2017,mid-range
1594,Mazda,Mazda Cx-8,3537000,5,7,4900,1840,1730,2930,1820,140,2188,860,942,72,2017,mid-range
1595,Mazda,Mazda Cx-5,3002400,5,5,4545,1840,1690,2700,1620,140,2188,860,942,56,2018,mid-range
1596,Mazda,Mazda Cx-5,2802600,5,5,4545,1840,1690,2700,1530,115,1997,835,912,56,2018,mid-range
1597,Mazda,Mazda Cx-5,3213000,5,5,4545,1840,1690,2700,1610,135,2488,890,1000,58,2017,mid-range
1598,Mazda,Mazda Cx-8,3429000,5,7,4900,1840,1730,2930,1860,140,2188,860,942,74,2017,mid-range
1599,Mazda,Mazda Cx-8,3196800,5,7,4900,1840,1730,2930,1790,140,2188,860,942,72,2018,mid-range
1600,Mazda,Mazda Cx-8,3196800,5,7,4900,1840,1730,2930,1790,140,2188,860,942,72,2017,mid-range
1601,Mazda,Mazda Cx-7,3320000,5,5,4695,1870,1645,2750,1660,175,2260,875,940,69,2009,mid-range
1602,Mazda,Mazda Cx-8,3758400,5,7,4900,1840,1730,2930,1770,140,2488,890,1000,72,2018,mid-range
1603,Mazda,Mazda Cx-5,3423000,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2013,mid-range
1604,Mazda,Mazda Cx-5,2547500,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2012,mid-range
1605,Mazda,Mazda Cx-5,2410000,5,5,4540,1840,1705,2700,1510,113,1997,835,912,58,2012,mid-range
1606,Mazda,Mazda Cx-8,3958200,5,6,4900,1840,1730,2930,1830,140,2188,860,942,72,2018,mid-range
1607,Mazda,Mazda Cx-8,3607200,5,6,4900,1840,1730,2930,1850,140,2188,860,942,74,2018,mid-range
1608,Mazda,Mazda Cx-5,3190000,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2012,mid-range
1609,Mazda,Mazda Cx-5,2814000,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2013,mid-range
1610,Mazda,Mazda Cx-7,3400000,5,5,4680,1870,1645,2750,1640,175,2260,875,940,69,2006,mid-range
1611,Mazda,Mazda Cx-5,3229200,5,5,4545,1840,1690,2700,1680,129,2188,860,942,58,2017,mid-range
1612,Mazda,Mazda Cx-5,2937600,5,5,4540,1840,1705,2700,1560,129,2188,860,942,56,2015,mid-range
1613,Mazda,Mazda Cx-5,3018600,5,5,4545,1840,1690,2700,1560,140,2488,890,1000,56,2018,mid-range
1614,Mazda,Mazda Cx-5,3261600,5,5,4540,1840,1705,2700,1570,129,2188,860,942,56,2015,mid-range
1615,Mazda,Mazda Cx-5,3164400,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2015,mid-range
1616,Mazda,Mazda Cx-5,2986200,5,5,4545,1840,1690,2700,1550,140,2488,890,1000,56,2017,mid-range
1617,Mazda,Mazda Cx-8,3925800,5,6,4900,1840,1730,2930,1880,140,2188,860,942,74,2018,mid-range
1618,Mazda,Mazda Cx-5,2986200,5,5,4545,1840,1690,2700,1560,140,2488,890,1000,56,2018,mid-range
1619,Mazda,Mazda Cx-5,3882600,5,5,4545,1840,1690,2700,1690,140,2188,860,942,58,2018,mid-range
1620,Mazda,Mazda Cx-5,2678400,5,5,4540,1840,1705,2700,1480,138,2488,890,1000,56,2014,mid-range
1621,Mazda,Mazda Cx-7,2950000,5,5,4695,1870,1645,2750,1660,175,2260,875,940,69,2011,mid-range
1622,Mazda,Mazda Cx-7,3210000,5,5,4695,1870,1645,2750,1760,175,2260,875,940,69,2011,mid-range
1623,Mazda,Mazda Cx-5,2079000,5,5,4540,1840,1705,2700,1460,114,1997,835,912,56,2013,mid-range
1624,Mazda,Mazda Cx-5,2790000,5,5,4540,1840,1705,2700,1610,129,2188,860,942,58,2012,mid-range
1625,Mazda,Mazda Cx-5,2548800,5,5,4540,1840,1705,2700,1470,114,1997,835,912,56,2015,mid-range
1626,Mazda,Mazda Cx-5,3283200,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2014,mid-range
1627,Mazda,Mazda Cx-5,2673000,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2015,mid-range
1628,Mazda,Mazda Cx-5,3299400,5,5,4545,1840,1690,2700,1620,140,2188,860,942,56,2018,mid-range
1629,Mazda,Mazda Cx-5,2530500,5,5,4540,1840,1705,2700,1540,135,2488,890,1000,58,2013,mid-range
1630,Mazda,Mazda Cx-5,3488400,5,5,4540,1840,1705,2700,1640,129,2188,860,942,58,2015,mid-range
1631,Mazda,Mazda Cx-8,2894400,5,6,4900,1840,1730,2930,1710,140,2488,890,1000,72,2018,mid-range
1632,Mazda,Mazda Cx-5,3331800,5,5,4545,1840,1690,2700,1630,140,2188,860,942,56,2018,mid-range
1633,Mazda,Mazda Cx-5,2580000,5,5,4540,1840,1705,2700,1510,129,2188,860,942,56,2012,mid-range
1634,Mazda,Mazda Cx-5,2721600,5,5,4545,1840,1690,2700,1590,135,2488,890,1000,58,2017,mid-range
1635,Mazda,Mazda Cx-8,3256200,5,6,4900,1840,1730,2930,1730,140,2488,890,1000,72,2018,mid-range
1636,Mazda,Mazda Cx-5,3553200,5,5,4545,1840,1690,2700,1680,169,2488,890,1000,58,2018,mid-range
1637,Mazda,Mazda Cx-5,2872800,5,5,4540,1840,1705,2700,1480,138,2488,890,1000,56,2015,mid-range
1638,Mazda,Mazda Cx-8,4460400,5,7,4900,1840,1730,2930,1910,140,2188,860,942,74,2018,mid-range
1639,Mazda,Mazda Cx-8,3537000,5,6,4900,1840,1730,2930,1810,140,2188,860,942,72,2017,mid-range
1640,Mazda,Mazda Cx-8,3958200,5,6,4900,1840,1730,2930,1830,140,2188,860,942,72,2017,mid-range
1641,Mazda,Mazda Cx-5,3342600,5,5,4545,1840,1690,2700,1690,140,2188,860,942,58,2018,mid-range
1642,Mazda,Mazda Cx-8,3769200,5,7,4900,1840,1730,2930,1890,140,2188,860,942,74,2017,mid-range
1643,Mazda,Mazda Cx-8,4244400,5,6,4900,1840,1730,2930,1880,169,2488,890,1000,74,2018,mid-range
1644,Mazda,Mazda Cx-5,2689200,5,5,4545,1840,1690,2700,1530,114,1997,835,912,56,2017,mid-range
1645,Mazda,Mazda Cx-8,3769200,5,6,4900,1840,1730,2930,1880,140,2188,860,942,74,2018,mid-range
1646,Mazda,Mazda Cx-5,3002400,5,5,4545,1840,1690,2700,1620,129,2188,860,942,56,2017,mid-range
1647,Mazda,Mazda Cx-5,2808000,5,5,4545,1840,1690,2700,1600,129,2188,860,942,56,2017,mid-range
1648,Mazda,Mazda Cx-5,2410000,5,5,4540,1840,1705,2700,1510,113,1997,835,912,58,2012,mid-range
1649,Mazda,Mazda Cx-5,2721600,5,5,4545,1840,1690,2700,1610,138,2488,890,1000,58,2018,mid-range
1650,Mazda,Mazda Cx-8,3758400,5,6,4900,1840,1730,2930,1760,140,2488,890,1000,72,2018,mid-range
1651,Mazda,Mazda Cx-5,2814000,5,5,4540,1840,1705,2700,1610,129,2188,860,942,58,2013,mid-range
1652,Mazda,Mazda Cx-5,2916000,5,5,4545,1840,1690,2700,1610,135,2488,890,1000,58,2017,mid-range
1653,Mazda,Mazda Cx-5,3229200,5,5,4545,1840,1690,2700,1680,140,2188,860,942,58,2018,mid-range
1654,Mazda,Mazda Cx-8,3429000,5,6,4900,1840,1730,2930,1850,140,2188,860,942,74,2018,mid-range
1655,Mazda,Mazda Cx-5,3115800,5,5,4545,1840,1690,2700,1630,140,2188,860,942,56,2018,mid-range
1656,Mazda,Mazda Cx-5,2289600,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2014,mid-range
1657,Mazda,Mazda Cx-5,2446200,5,5,4540,1840,1705,2700,1470,114,1997,835,912,56,2015,mid-range
1658,Mazda,Mazda Cx-5,2775600,5,5,4545,1840,1690,2700,1600,129,2188,860,942,56,2017,mid-range
1659,Mazda,Mazda Cx-5,3558600,5,5,4545,1840,1690,2700,1690,140,2188,860,942,58,2018,mid-range
1660,Mazda,Mazda Cx-5,2604000,5,5,4540,1840,1705,2700,1520,129,2188,860,942,56,2013,mid-range
1661,Mazda,Mazda Cx-5,2494800,5,5,4545,1840,1690,2700,1520,115,1997,835,912,56,2018,mid-range
1662,Mazda,Mazda Cx-5,3067200,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2014,mid-range
1663,Mazda,Mazda Cx-5,2980000,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2012,mid-range
1664,Mazda,Mazda Cx-5,3034800,5,5,4545,1840,1690,2700,1650,129,2188,860,942,58,2017,mid-range
1665,Mazda,Mazda Cx-5,3110400,5,5,4545,1840,1690,2700,1660,140,2188,860,942,58,2018,mid-range
1666,Mazda,Mazda Cx-5,3299400,5,5,4545,1840,1690,2700,1620,129,2188,860,942,56,2017,mid-range
1667,Mazda,Mazda Cx-5,2604000,5,5,4540,1840,1705,2700,1480,138,2488,890,1000,56,2013,mid-range
1668,Mazda,Mazda Cx-7,3660000,5,5,4680,1870,1645,2750,1740,175,2260,875,940,69,2006,mid-range
1669,Mazda,Mazda Cx-5,2689200,5,5,4545,1840,1690,2700,1530,114,1997,835,912,56,2017,mid-range
1670,Mazda,Mazda Cx-5,3099600,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2015,mid-range
1671,Mazda,Mazda Cx-5,3034800,5,5,4545,1840,1690,2700,1670,140,2188,860,942,58,2018,mid-range
1672,Mazda,Mazda Cx-8,3693600,5,6,4900,1840,1730,2930,1820,140,2188,860,942,72,2018,mid-range
1673,Mazda,Mazda Cx-5,2678400,5,5,4540,1840,1705,2700,1520,129,2188,860,942,56,2014,mid-range
1674,Mazda,Mazda Cx-5,3115800,5,5,4545,1840,1690,2700,1620,140,2188,860,942,56,2018,mid-range
1675,Mazda,Mazda Cx-5,2547500,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2012,mid-range
1676,Mazda,Mazda Cx-5,2986200,5,5,4545,1840,1690,2700,1550,140,2488,890,1000,56,2017,mid-range
1677,Mazda,Mazda Cx-5,3192000,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2013,mid-range
1678,Mazda,Mazda Cx-8,3769200,5,6,4900,1840,1730,2930,1880,140,2188,860,942,74,2017,mid-range
1679,Mazda,Mazda Cx-5,3190000,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2012,mid-range
1680,Mazda,Mazda Cx-5,3526200,5,5,4545,1840,1690,2700,1680,129,2188,860,942,58,2017,mid-range
1681,Mazda,Mazda Cx-5,2580000,5,5,4540,1840,1705,2700,1510,129,2188,860,942,56,2012,mid-range
1682,Mazda,Mazda Cx-5,2790000,5,5,4540,1840,1705,2700,1610,129,2188,860,942,58,2012,mid-range
1683,Mazda,Mazda Cx-5,2410000,5,5,4540,1840,1705,2700,1510,113,1997,835,912,58,2012,mid-range
1684,Mazda,Mazda Cx-5,2775600,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2015,mid-range
1685,Mazda,Mazda Cx-5,3213000,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2013,mid-range
1686,Mazda,Mazda Cx-7,3580000,5,5,4695,1870,1645,2750,1760,175,2260,875,940,69,2009,mid-range
1687,Mazda,Mazda Cx-8,3958200,5,7,4900,1840,1730,2930,1830,140,2188,860,942,72,2018,mid-range
1688,Mazda,Mazda Cx-5,2580000,5,5,4540,1840,1705,2700,1510,129,2188,860,942,56,2012,mid-range
1689,Mazda,Mazda Cx-5,3650400,5,5,4545,1840,1690,2700,1620,169,2488,890,1000,56,2018,mid-range
1690,Mazda,Mazda Cx-5,3331800,5,5,4545,1840,1690,2700,1620,140,2188,860,942,56,2018,mid-range
1691,Mazda,Mazda Cx-5,3558600,5,5,4545,1840,1690,2700,1680,140,2188,860,942,58,2018,mid-range
1692,Mazda,Mazda Cx-5,2894400,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2014,mid-range
1693,Mazda,Mazda Cx-8,3429000,5,7,4900,1840,1730,2930,1860,140,2188,860,942,74,2018,mid-range
1694,Mazda,Mazda Cx-5,2883600,5,5,4545,1840,1690,2700,1610,140,2188,860,942,56,2018,mid-range
1695,Mazda,Mazda Cx-8,4190400,5,6,4900,1840,1730,2930,1900,140,2188,860,942,74,2017,mid-range
1696,Mazda,Mazda Cx-5,2982000,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2013,mid-range
1697,Mazda,Mazda Cx-8,3742200,5,6,4900,1840,1730,2930,1860,169,2488,890,1000,74,2018,mid-range
1698,Mazda,Mazda Cx-5,2808000,5,5,4545,1840,1690,2700,1610,140,2188,860,942,56,2018,mid-range
1699,Mazda,Mazda Cx-5,2200000,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2012,mid-range
1700,Mazda,Mazda Cx-5,2835000,5,5,4540,1840,1705,2700,1560,129,2188,860,942,56,2015,mid-range
1701,Mazda,Mazda Cx-8,4244400,5,7,4900,1840,1730,2930,1890,169,2488,890,1000,74,2018,mid-range
1702,Mazda,Mazda Cx-8,3196800,5,6,4900,1840,1730,2930,1780,140,2188,860,942,72,2017,mid-range
1703,Mazda,Mazda Cx-5,2757500,5,5,4540,1840,1705,2700,1510,113,1997,835,912,58,2012,mid-range
1704,Mazda,Mazda Cx-5,3045000,5,5,4540,1840,1705,2700,1550,135,2488,890,1000,58,2013,mid-range
1705,Mazda,Mazda Cx-7,3320000,5,5,4695,1870,1645,2750,1660,175,2260,875,940,69,2011,mid-range
1706,Mazda,Mazda Cx-7,3320000,5,5,4680,1870,1645,2750,1740,175,2260,875,940,69,2006,mid-range
1707,Mazda,Mazda Cx-5,2494800,5,5,4545,1840,1690,2700,1510,114,1997,835,912,56,2017,mid-range
1708,Mazda,Mazda Cx-5,2050000,5,5,4540,1840,1705,2700,1460,114,1997,835,912,56,2012,mid-range
1709,Mazda,Mazda Cx-7,3060000,5,5,4680,1870,1645,2750,1640,175,2260,875,940,69,2006,mid-range
1710,Mazda,Mazda Cx-8,4460400,5,6,4900,1840,1730,2930,1900,140,2188,860,942,74,2018,mid-range
1711,Mazda,Mazda Cx-5,3213000,5,5,4545,1840,1690,2700,1610,135,2488,890,1000,58,2017,mid-range
1712,Mazda,Mazda Cx-5,3342600,5,5,4545,1840,1690,2700,1680,140,2188,860,942,58,2018,mid-range
1713,Mazda,Mazda Cx-5,2462400,5,5,4545,1840,1690,2700,1510,114,1997,835,912,56,2017,mid-range
1714,Mazda,Mazda Cx-5,2980000,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2012,mid-range
1715,Mazda,Mazda Cx-5,2050000,5,5,4540,1840,1705,2700,1460,114,1997,835,912,56,2012,mid-range
1716,Mazda,Mazda Cx-7,2950000,5,5,4695,1870,1645,2750,1660,175,2260,875,940,69,2009,mid-range
1717,Mazda,Mazda Cx-5,3002400,5,5,4545,1840,1690,2700,1650,129,2188,860,942,58,2017,mid-range
1718,Mazda,Mazda Cx-5,3526200,5,5,4545,1840,1690,2700,1680,129,2188,860,942,58,2017,mid-range
1719,Mazda,Mazda Cx-8,4190400,5,7,4900,1840,1730,2930,1900,140,2188,860,942,74,2018,mid-range
1720,Mazda,Mazda Cx-5,2226000,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2013,mid-range
1721,Mazda,Mazda Cx-8,3256200,5,7,4900,1840,1730,2930,1740,140,2488,890,1000,72,2018,mid-range
1722,Mazda,Mazda Cx-5,2757500,5,5,4540,1840,1705,2700,1510,113,1997,835,912,58,2012,mid-range
1723,Mazda,Mazda Cx-8,4228200,5,6,4900,1840,1730,2930,1830,140,2188,860,942,72,2018,mid-range
1724,Mazda,Mazda Cx-8,4190400,5,6,4900,1840,1730,2930,1900,140,2188,860,942,74,2018,mid-range
1725,Mazda,Mazda Cx-5,2050000,5,5,4540,1840,1705,2700,1460,114,1997,835,912,56,2012,mid-range
1726,Mazda,Mazda Cx-5,2200000,5,5,4540,1840,1705,2700,1440,114,1997,835,912,56,2012,mid-range
1727,Mazda,Mazda Cx-7,3210000,5,5,4695,1870,1645,2750,1760,175,2260,875,940,69,2009,mid-range
1728,Mazda,Mazda Cx-8,3693600,5,7,4900,1840,1730,2930,1830,140,2188,860,942,72,2018,mid-range
1729,Mazda,Mazda Cx-8,4228200,5,7,4900,1840,1730,2930,1840,140,2188,860,942,72,2018,mid-range
1730,Mazda,Mazda Cx-5,3213000,5,5,4545,1840,1690,2700,1620,138,2488,890,1000,58,2018,mid-range
1731,Mazda,Mazda Cx-5,3029400,5,5,4545,1840,1690,2700,1620,138,2488,890,1000,58,2018,mid-range
1732,Mazda,Mazda Cx-5,2980000,5,5,4540,1840,1705,2700,1530,129,2188,860,942,56,2012,mid-range
1733,Mazda,Mazda Cx-5,3061800,5,5,4540,1840,1705,2700,1620,129,2188,860,942,58,2015,mid-range
1734,Mazda,Mazda Cx-5,2797200,5,5,4545,1840,1690,2700,1610,138,2488,890,1000,58,2018,mid-range
1735,Mazda,Mazda Cx-8,3196800,5,6,4900,1840,1730,2930,1780,140,2188,860,942,72,2018,mid-range
